Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,1,1,173.185,13.3207,1,13.3,Gurgaon,0.92,8.19,33.1019,12990.96886
Flat,2,1,358.812,10.1091,0,6.1,Mayur Vihar,1.56,3.13,21.6083,20577.65896
Flat,4,2,753.065,6.3807,0,11.7,Saket,1.25,6.3,23.0694,40281.07399
Flat,4,3,501.537,2.7287,0,9,Vasant Kunj,1.72,9.52,24.3237,35597.10269
Flat,4,3,546.212,2.0941,1,14.5,Noida,1.22,7.21,58.6509,39431.57356
PG,1,1,212.606,5.9054,2,6.5,Mayur Vihar,1,6.89,59.4823,16639.92294
PG,1,1,178.445,9.9604,1,12.7,Mayur Vihar,0.11,8.79,2.4987,13580.78957
Flat,2,2,438.559,3.1605,1,8.6,New Delhi,0.78,7.37,53.9338,30715.2041
Flat,3,3,709.455,7.6294,1,3,Vasant Kunj,1.18,6.42,59.1502,39559.49147
Flat,2,2,280.281,5.1407,2,4,New Delhi,1.71,9.9,13.8367,26349.95746
Flat,4,1,1105.689,13.7462,2,24.5,Dwarka,0.71,7.94,41.6994,48468.52454
PG,1,1,126.855,10.88,0,15.1,Faridabad,0.82,5.56,20.823,10523.53529
PG,1,1,131.685,14.3865,0,18.6,Saket,0.71,1.33,40.2166,10484.19321
Flat,2,2,291.595,11.2196,0,4.9,New Delhi,0.24,8.17,32.7584,22928.59079
Flat,3,2,723.085,12.7635,2,9.6,Mayur Vihar,1.61,2.92,43.2974,38400.75722
Flat,2,1,341.501,3.4538,2,6.4,Greater Noida,1.38,1.74,23.8206,25476.50222
Flat,4,1,986.452,6.1937,2,9.7,Vasant Kunj,1.73,0.14,42.6435,47872.60813
Flat,3,2,649.021,4.0177,1,9.7,Mayur Vihar,1.1,4.85,3.4458,34522.5166
Flat,3,1,767.656,8.4252,2,11.7,Gurgaon,0.28,3.27,51.3073,41828.93516
Flat,4,4,1005.022,2.9766,2,8.8,Vasant Kunj,0.38,0.38,57.0847,56813.49368
Flat,2,1,523.803,8.6132,0,6.3,Mayur Vihar,0.83,0.73,42.5276,24688.63096
Flat,2,2,400.515,0.604,0,21.1,Greater Noida,0.28,3,18.9527,24132.10032
Flat,3,1,429.78,8.7644,2,7.5,New Delhi,1.01,3.97,9.3451,34427.88772
Flat,4,1,534.269,14.1381,0,20.4,Vasant Kunj,0.68,5.73,27.5112,30686.46956
Flat,2,1,518.509,6.079,2,3.1,Greater Noida,1.87,1.38,40.2074,28769.32258
Flat,3,1,843.445,0.7642,0,12.4,New Delhi,1.91,8.7,42.0327,40893.35531
Flat,1,1,263.092,13.7763,0,8.5,Mayur Vihar,1.58,9.31,7.0173,11756.4822
Flat,3,1,891.769,13.0828,2,20.4,Vasant Kunj,1.26,0.14,15.1616,39695.63375
Flat,4,2,647.736,1.7175,0,9.9,Gurgaon,1.09,2.45,54.0273,41511.32275
PG,1,1,199.483,10.6274,1,3.3,Mayur Vihar,0.07,6.06,52.4381,16873.77452
Flat,3,3,534.862,9.7893,1,9.3,Saket,1.27,8.26,19.3807,33979.05689
Flat,3,1,848.783,11.7943,1,5.7,Dwarka,1.88,7.65,21.9717,35174.05128
Flat,2,1,457.053,8.5765,0,1,Greater Noida,1.19,2.29,8.3893,22566.31531
Flat,1,1,261.016,13.7476,1,3.5,Mayur Vihar,0.55,3.25,44.8799,17732.41364
Flat,3,2,829.18,2.5299,1,15.3,Noida,1.25,4.5,39.122,40250.23913
Flat,3,1,807.677,3.6836,1,4.6,Faridabad,0.41,9.05,58.1032,37964.69067
Flat,1,1,246.869,2.1022,1,14.3,Gurgaon,1.33,9.95,35.0451,15655.30556
Flat,4,2,1069.306,7.978,1,3.8,Saket,1.48,7.38,26.0141,47544.77291
Flat,3,1,490.623,8.7742,1,0.4,Mayur Vihar,1.36,8.04,55.312,29716.46394
Flat,2,1,273.158,8.5809,2,16.7,Mayur Vihar,0.34,5.06,43.7068,21744.87729
PG,1,1,248.861,14.2302,1,17,Dwarka,1.22,7.98,2.4041,12334.63953
Flat,2,2,431.661,3.5463,0,2.7,Gurgaon,0.04,7.62,14.7371,26705.68866
Flat,3,1,392.366,0.8299,1,13,Vasant Kunj,0.97,9.35,46.0484,27562.85182
PG,1,1,160.668,1.6235,2,4.3,Noida,1.47,5.12,24.8003,16003.78459
Flat,3,2,431.404,0.9163,0,15.7,Dwarka,1.62,3.17,26.7126,27682.27241
PG,1,1,218.584,7.9254,2,20.5,Vasant Kunj,0.3,6.28,53.0473,16233.91936
Flat,1,1,132.263,9.6259,2,16.3,New Delhi,0.29,0.2,27.6053,17292.85115
PG,1,1,151.242,5.0348,0,2.2,Saket,1.46,1.68,2.0208,11755.38114
Flat,3,2,683.311,12.2891,0,19,Greater Noida,0.34,2.28,48.3008,34702.47253
Flat,4,3,645.534,0.4052,2,5,Saket,1.12,2.21,29.367,45924.06727
Flat,3,1,739.483,8.8959,0,8.7,Vasant Kunj,1.65,5.21,37.5592,32632.04988
Flat,2,1,313.408,8.7584,2,0.6,Vasant Kunj,0.71,0.22,48.185,26315.98302
Flat,3,1,852.582,6.0854,2,9.8,Saket,1.47,1.12,2.2966,40359.57212
Flat,3,2,854.765,8.8131,0,4.7,Noida,1.67,9.12,48.8037,38058.5339
Flat,4,1,782.584,4.652,2,17.4,Vasant Kunj,0.17,8.46,43.5449,42776.98876
PG,1,1,208.462,5.9187,2,11.9,Greater Noida,1.27,5.69,38.3455,16176.54693
Flat,2,1,584.946,8.3043,0,24.1,New Delhi,1.65,4.13,6.8187,26922.62
Flat,1,1,249.376,12.7701,1,19.5,Saket,0.18,7.26,8.7939,13423.48241
PG,1,1,163.919,2.2347,1,16.3,New Delhi,0.26,1.94,8.3911,16012.27785
Flat,2,1,497.27,13.4223,0,2.9,Faridabad,1.66,5.64,48.3078,22551.7488
PG,1,1,121.077,9.1452,2,2.9,Greater Noida,0.69,7.12,15.9223,15721.61467
PG,1,1,232.699,13.333,0,10.2,Gurgaon,0.58,9.84,32.6703,13505.41282
PG,1,1,132.707,4.3211,0,15.3,Dwarka,0.98,3.82,18.4483,10105.29849
PG,1,1,155.117,2.5033,0,19.5,Mayur Vihar,1.36,8.31,52.2566,10136.76831
Flat,4,1,698.127,8.0562,0,9.7,Noida,0.04,5.16,33.0838,36871.71067
Flat,4,4,978.295,4.3477,2,15.7,Greater Noida,0.97,6.38,2.0192,51775.22897
PG,1,1,178.582,4.9129,1,20.5,Greater Noida,0.91,9.47,20.2087,11898.7103
Flat,2,2,547.52,0.792,1,3.2,Saket,0.88,9.3,38.4149,29145.96598
Flat,2,1,361.157,10.4232,0,17.9,New Delhi,0.37,9.38,7.1724,21836.44269
Flat,2,2,355.584,1.1723,1,12.2,Saket,0.67,7.21,39.5189,25634.25318
Flat,3,2,538.578,11.7643,2,20.3,Greater Noida,1.75,0.75,41.8799,32860.26554
PG,1,1,181.065,10.79,0,22.7,Gurgaon,1.14,1.05,36.8149,11287.57215
Flat,2,1,514.7,14.1895,1,8.7,Mayur Vihar,0.89,0.71,33.7071,26517.38156
Flat,4,2,1190.632,9.0785,2,14,Vasant Kunj,1.51,4.8,30.8828,52084.80754
Flat,4,2,487.983,9.8387,0,10.2,Mayur Vihar,1.56,3.48,44.6734,33956.80723
Flat,1,1,241.222,14.1737,2,13.5,Vasant Kunj,1.96,1.53,3.6807,15044.79764
Flat,4,2,1140.678,8.9928,1,13.9,Noida,1.71,5.11,41.6513,49884.77247
Flat,4,4,966.977,14.6203,2,5.4,Noida,1.57,4.29,47.495,53008.24648
Flat,4,3,1192.06,13.747,0,20.1,Mayur Vihar,1.93,5.36,51.7789,49588.16171
Flat,1,1,264.42,4.8502,2,17,Vasant Kunj,1.8,9.9,43.4903,16907.162
Flat,1,1,238.205,6.7238,0,14.3,Dwarka,1.89,8.84,24.6234,11542.93867
Flat,2,1,452.105,11.5606,0,21.7,Dwarka,1.12,5.7,53.8655,20779.63523
Flat,3,2,707.167,9.7958,2,7.1,Gurgaon,0.39,9.75,11.4386,40049.4447
PG,1,1,147.915,13.7118,1,14.2,Greater Noida,0.03,9.94,49.7373,11955.45856
Flat,3,3,706.286,11.3837,1,22.1,Saket,0.45,2.75,44.8908,39248.82217
Flat,4,4,945.275,9.1429,1,8.7,Faridabad,1.76,6.83,16.0067,47956.15961
Flat,1,1,181.029,8.8225,2,13.1,Saket,1.14,9.34,19.1551,14024.21009
Flat,4,2,890.725,10.303,0,3.6,New Delhi,1.92,4.28,53.677,50735.6319
Flat,1,1,264.873,11.7694,0,2.9,Noida,0.1,6.49,52.5897,15236.33049
Flat,3,2,518.261,13.3061,1,0.8,Dwarka,0.13,2.02,15.7081,34406.15058
PG,1,1,191.643,2.2384,2,4,Dwarka,1.05,0.31,46.2417,18321.60152
Flat,1,1,130.991,0.5367,0,6.7,Gurgaon,0.65,8.44,14.5642,11434.32427
PG,1,1,248.986,14.0368,0,14.5,New Delhi,1.68,8.82,58.197,14320.47672
Flat,1,1,230.387,0.8745,1,23.7,Gurgaon,0.88,3.86,10.4098,15126.03025
PG,1,1,179.214,5.2651,0,24.4,Mayur Vihar,1.79,2.18,1.8561,10021.66183
Flat,3,2,800.224,12.7227,0,3.5,Gurgaon,1.42,1.19,13.3021,39472.32108
Flat,1,1,175.731,1.5274,2,8,Greater Noida,0.82,6.04,38.1529,17007.40763
PG,1,1,204.688,3.7617,0,5.9,New Delhi,1.06,6.7,32.6521,14111.66652
Flat,3,2,504.417,11.3095,2,3.2,Saket,0.16,0.79,33.4213,37019.7361
PG,1,1,150.854,9.8367,2,24.7,Gurgaon,0.93,1.66,31.4181,14492.10537
Flat,4,2,977.71,0.9506,1,21.2,Gurgaon,1.54,3.42,28.7215,49167.47031
Flat,4,2,690.071,11.3569,0,7.7,Mayur Vihar,1.38,6.76,24.2321,37530.43612
Flat,4,1,1180.126,3.7918,2,23.1,Greater Noida,0.03,0.31,30.6299,52903.16648
PG,1,1,175.593,6.9484,2,9.2,Greater Noida,0.38,6.87,15.686,16472.22161
Flat,2,2,523.483,9.4727,0,21.9,Saket,1.24,5.6,26.9632,24100.30712
Flat,2,1,329.909,9.9392,2,13.6,Noida,1.32,8.57,19.8984,21826.7098
Flat,4,4,944.91,14.7566,2,24.9,Vasant Kunj,1.37,5.58,34.1588,49114.72527
Flat,1,1,195.638,4.5817,1,18.8,Gurgaon,0.56,6.75,36.902,14841.15712
PG,1,1,156.928,1.1315,1,4.5,Gurgaon,0.1,3.94,45.305,16372.7312
Flat,4,1,864.374,12.3482,1,22.4,Saket,0.6,1.85,14.532,41755.71106
Flat,2,2,499.694,8.2683,0,24,New Delhi,0.12,4.18,45.3183,29878.46142
Flat,3,3,523.316,11.0186,2,23.8,Saket,1.93,4.24,54.9606,33718.96056
Flat,4,4,598.256,0.614,1,22.6,Dwarka,0.53,7.64,5.8918,41311.21078
Flat,2,2,524.73,13.8022,1,3.3,Vasant Kunj,1.58,3.99,33.3632,27079.91059
PG,1,1,142.626,6.0088,0,0.3,Dwarka,0.15,1.39,24.441,13519.1949
Flat,4,3,1185.756,0.2104,2,19.2,Greater Noida,0.66,3.76,14.6631,55759.03983
Flat,1,1,174.114,2.1425,0,21,Vasant Kunj,0.6,5.25,23.7045,12210.5345
Flat,3,3,466.926,2.5035,0,19.8,Dwarka,0.36,3.21,49.818,31901.42731
PG,1,1,205.414,2.8705,2,22,Mayur Vihar,0.92,1.45,43.4636,16053.34707
Flat,2,2,539.131,4.5085,2,9.5,Faridabad,1.66,2.08,54.9703,31884.43375
Flat,3,3,853.342,0.4032,1,4.6,Faridabad,0.2,4.67,55.2199,44480.67373
Flat,4,1,485.834,5.3606,2,3.8,Faridabad,1.83,1.66,12.5346,36366.68674
Flat,2,2,349.478,0.7232,1,3.1,Noida,1.65,5.31,38.0663,25414.39085
PG,1,1,119.954,1.5942,0,3.6,Noida,0.33,3.09,30.5355,12313.974
Flat,2,1,438.879,9.7555,2,3,Faridabad,0.83,7.72,9.7722,25221.01624
Flat,3,2,746.13,6.5089,0,10.5,Mayur Vihar,0.48,7.63,52.6106,35032.38865
Flat,2,1,257.78,3.5452,0,5.5,Vasant Kunj,0.01,8.17,53.7097,20722.38061
Flat,4,4,602.175,1.32,2,11.9,New Delhi,1.41,6.54,1.7155,48335.81552
Flat,3,1,556.341,2.8233,1,18.5,Gurgaon,1.69,6.34,43.259,31742.27838
PG,1,1,226.686,5.8202,0,21.1,Noida,1.34,5.16,53.9883,12857.33845
Flat,3,3,658.983,0.2857,1,9,Vasant Kunj,0.82,1.32,34.0022,39887.2577
Flat,2,1,317.766,4.7943,1,11.6,New Delhi,0.94,9.83,15.9089,22022.60664
Flat,3,3,786.606,6.0633,0,10.5,Faridabad,1.12,2.65,18.1723,37589.08971
Flat,4,1,1194.702,11.4655,2,24.7,Gurgaon,1.5,3.75,50.0302,53536.93804
PG,1,1,223.378,8.6641,2,0.6,Faridabad,0.37,0.32,47.0755,19259.6873
Flat,1,1,192.274,3.4498,2,11.3,Dwarka,1.71,3.08,32.0033,15723.43564
PG,1,1,145.629,8.2031,0,21.1,Gurgaon,0.44,6.4,17.664,10429.6423
Flat,2,2,508.27,7.231,0,14.1,New Delhi,1.01,1.5,17.3758,29428.58724
PG,1,1,118.779,9.8622,1,19.2,Noida,1.85,3.73,23.3063,9806.435917
Flat,1,1,288.111,12.525,2,10.1,Mayur Vihar,1.47,0.21,11.0426,18391.63162
Flat,3,2,373.459,11.0631,0,16.4,Vasant Kunj,0.94,5.38,55.7947,26024.13662
Flat,1,1,212.619,12.2759,1,7,Vasant Kunj,0.41,0.43,54.613,17189.94263
Flat,3,2,406.003,14.3806,1,11.1,Greater Noida,1.82,1.18,42.5188,29213.89498
PG,1,1,173.831,2.0421,0,22.7,Noida,0.41,7.43,12.6876,10715.43944
PG,1,1,141.297,3.4424,1,18.3,Faridabad,1.23,2.11,41.9991,14228.17516
Flat,3,2,424.848,1.2787,1,7.9,Noida,1.82,8.58,47.6385,30310.15647
Flat,3,1,621.898,14.1901,0,5.4,Greater Noida,1.74,5.56,18.985,29131.54305
Flat,3,2,709.46,10.4927,0,15.1,Saket,1.66,8.09,2.9028,32476.35391
Flat,2,2,590,9.3437,2,4,Gurgaon,0.7,2.49,6.4917,33700.01996
Flat,2,2,492.079,0.6258,0,1.7,Noida,1.18,6.07,45.6721,27695.66552
Flat,3,3,660.883,9.6008,1,2.5,Mayur Vihar,0.07,7.66,50.1646,38801.17826
Flat,4,3,636.876,0.5708,0,19.5,Faridabad,1.84,0.7,37.317,40435.40738
Flat,2,2,452.801,0.4199,0,11.7,New Delhi,0.15,6.87,7.3412,28455.32744
PG,1,1,209.619,4.8523,1,10.2,Greater Noida,0.22,4.51,16.2995,15562.23732
Flat,2,2,579.838,14.5552,0,6.3,Mayur Vihar,0.17,9.3,21.1231,25922.6101
Flat,1,1,261.615,6.3106,1,9.1,Greater Noida,0.37,8.51,43.0775,15813.43353
Flat,4,1,1104.398,14.5014,0,1.5,Greater Noida,0.45,1.77,47.0126,48416.89718
Flat,4,2,671.283,9.8905,2,23.4,Mayur Vihar,0.12,4.74,54.1301,41608.78135
Flat,1,1,221.933,1.1047,0,19.7,Noida,1.07,1.79,31.5678,13113.46112
PG,1,1,209.07,10.8501,1,13.2,New Delhi,1.17,0.37,36.0484,17292.49431
Flat,3,3,517.008,3.6751,0,11,Mayur Vihar,0.91,7.84,30.2474,33130.87214
PG,1,1,132.398,5.9587,0,3.4,Saket,0.3,9.35,2.7267,11467.6913
Flat,4,1,1189.647,12.2735,1,17.8,Gurgaon,0.47,9.19,43.0616,52160.01085
Flat,2,1,489.794,2.111,0,7.6,Greater Noida,1.34,0.08,20.7128,23989.95253
Flat,3,1,778.622,3.3187,1,17.5,Faridabad,0.14,8.52,20.2929,35078.62026
Flat,4,1,579.287,5.4984,0,9.5,Greater Noida,0.28,3.9,25.6745,35893.2127
Flat,3,1,486.19,8.6204,0,6.7,Vasant Kunj,0.85,6.62,7.9548,27184.55672
Flat,2,1,409.676,2.7241,2,10.7,Faridabad,1.82,3.9,17.9219,25526.36676
Flat,1,1,277.502,3.5957,1,21.5,Mayur Vihar,0.65,1.13,32.4005,15814.84414
Flat,2,1,574.145,3.8523,2,14.6,Vasant Kunj,1.6,2.01,26.8733,29157.98439
Flat,1,1,125.882,14.3908,1,12.3,Gurgaon,1.62,2.34,35.9187,12174.50542
Flat,2,2,462.82,11.7259,0,23.1,Dwarka,0.38,4.56,14.8675,22944.52616
Flat,2,1,462.222,7.9061,2,16.7,New Delhi,1.79,5.17,53.9105,29516.67353
Flat,3,2,411.134,9.2494,0,13.8,New Delhi,1.96,5.95,55.9763,30903.57231
Flat,4,1,810.178,14.2066,1,21.4,Gurgaon,0.43,1.8,5.868,41918.53639
Flat,2,2,268.071,14.0845,0,20.1,Dwarka,0.48,7.06,34.09,18803.38717
Flat,2,1,536.159,1.1451,0,22.1,Saket,1.7,7,53.6782,22796.14502
PG,1,1,117.142,11.023,0,20.6,Faridabad,1.27,5.46,44.3552,8172.045132
Flat,3,2,368.504,8.8571,0,18.7,New Delhi,1.66,3.25,47.3304,28497.88436
Flat,3,1,646.835,6.4621,0,15.7,Dwarka,0.18,8.39,39.7168,32018.6544
Flat,4,2,1061.31,9.8358,2,7.5,Mayur Vihar,1.15,9.69,33.5821,49173.03332
Flat,3,2,676.598,2.7998,2,0.5,Noida,1.45,4.55,22.775,38506.83992
Flat,2,2,368.566,9.1649,2,22.1,Dwarka,1.27,6.25,47.0147,24916.32171
Flat,1,1,268.324,13.5985,2,3.4,New Delhi,1.89,7.57,17.7739,18906.62543
Flat,3,3,536.869,9.7479,2,17,Greater Noida,0.39,9.85,48.6959,35496.95314
Flat,4,3,1147.46,11.7529,2,7.1,Saket,1.61,4.32,58.8646,53974.2933
PG,1,1,189.137,7.5706,0,1.3,Dwarka,0.84,2.6,10.1197,12800.0253
Flat,3,1,611.851,12.6189,2,18.5,Greater Noida,1.74,7.94,12.1542,32274.26649
Flat,1,1,172.843,12.5295,0,10,Saket,0.78,1.71,12.3478,12674.74765
Flat,1,1,220.361,12.1942,2,1.2,Mayur Vihar,0.67,9.38,19.1933,15866.52811
Flat,4,3,1034.798,9.9218,2,2.2,Mayur Vihar,1.63,4.3,41.0641,52619.72272
Flat,1,1,186.361,9.7254,1,20.5,Dwarka,1.5,2.73,33.4408,12667.06789
PG,1,1,117.675,3.7295,0,5.3,Vasant Kunj,0.27,3.88,21.668,12537.98572
Flat,1,1,291.688,4.8427,2,19.6,Gurgaon,0.41,7.05,4.7367,18911.6579
PG,1,1,194.102,9.3416,0,3.7,Dwarka,0.18,6.88,51.0982,14445.94507
PG,1,1,121.734,10.3388,1,20.1,Saket,0.28,3.47,29.1142,11908.21336
Flat,2,1,311.922,9.6222,1,17.7,Vasant Kunj,1.76,3.49,29.7307,19509.1467
Flat,1,1,208.738,11.2364,0,8.8,New Delhi,0.39,6.03,38.6321,14067.95327
Flat,2,1,457.337,8.3464,2,24.9,Gurgaon,0.82,3.68,21.7203,25663.88137
Flat,3,1,428.332,3.6671,0,14,Dwarka,0.67,7.97,56.0743,27655.25736
Flat,3,3,446.022,2.3775,0,10.7,Dwarka,0.65,3.26,29.2579,31444.06474
Flat,1,1,191.569,0.2718,0,12.1,Dwarka,1.16,5.17,25.9925,11802.55427
Flat,3,3,600.836,11.1593,2,21.3,Saket,0.59,3.26,5.8387,36726.39132
Flat,2,2,312.463,10.7774,0,15.2,Dwarka,1.55,6.95,12.5453,18252.57599
PG,1,1,176.15,2.3889,2,20.2,Vasant Kunj,1.06,6.59,52.9596,15948.36834
Flat,2,2,279.798,7.032,2,1.5,Greater Noida,0.69,9.05,17.319,24962.53235
Flat,1,1,170.772,10.1404,0,10.4,Mayur Vihar,0.74,5.95,7.1215,10313.01162
PG,1,1,220.079,2.1552,1,5.8,New Delhi,0.82,0.71,36.9154,19117.19146
Flat,4,1,817.885,9.298,1,3.7,Gurgaon,1.96,2.81,31.0647,43801.13453
Flat,3,1,635.732,14.3587,2,19.9,Greater Noida,1.25,6.17,2.3111,32503.29099
Flat,1,1,193.895,12.7061,1,17.3,Greater Noida,1.45,2.97,32.0385,13351.77676
Flat,1,1,297.931,8.7985,2,0,New Delhi,1.41,5.62,10.3588,19910.60368
Flat,4,3,738.076,10.8891,1,9.3,New Delhi,1.08,9.9,17.2701,48286.75649
Flat,3,1,756.03,14.3637,2,10.2,Greater Noida,1.25,0.56,57.6232,37595.44522
Flat,1,1,268.12,13.821,1,3.1,Saket,1.18,3.47,6.3296,15180.04393
Flat,2,1,388.248,5.9613,2,0.4,Saket,1.79,9.38,29.0061,24214.7667
Flat,4,3,1116.333,12.4047,1,7.2,New Delhi,0.19,8.07,4.7158,60677.30326
Flat,3,1,783.049,7.1119,2,21.3,Vasant Kunj,1.34,9.14,57.6518,35795.39034
Flat,1,1,232.082,12.6575,0,4.1,Vasant Kunj,1.93,6.75,51.9758,13017.13643
PG,1,1,129.685,4.1858,2,5.3,Saket,0.92,0.42,48.3722,17940.22465
Flat,1,1,152.596,7.7843,2,13.2,Greater Noida,0.87,6.56,35.1415,14343.29269
Flat,3,2,705.262,5.8927,2,13.3,Mayur Vihar,0.29,6.78,7.9783,37512.924
Flat,3,2,463.167,10.371,0,19,Greater Noida,0.88,7.03,48.4915,27662.25785
Flat,1,1,272.636,5.6115,0,2.9,New Delhi,1.64,7.81,17.6078,15877.23306
Flat,1,1,219.409,1.5405,1,15.9,Dwarka,1.09,8.26,40.9117,14757.80889
Flat,2,1,434.983,12.112,2,2.3,Dwarka,0.9,8.46,6.2399,25170.35057
Flat,3,3,537.755,5.6007,0,10.3,Dwarka,1.39,8.93,41.3663,31916.03764
PG,1,1,190.986,2.0742,0,7.7,Saket,0.89,0.31,38.6552,13396.70655
Flat,1,1,155.492,7.4755,2,24.4,New Delhi,0.74,7.72,9.1625,13546.08519
Flat,1,1,246.887,2.6165,2,11.8,New Delhi,1.94,3.18,5.7807,19399.93838
Flat,2,2,457.251,14.4235,2,24,New Delhi,1.02,0.46,20.1856,30299.47183
PG,1,1,215.612,11.6561,2,14.5,Mayur Vihar,0.65,8.34,50.8345,15165.43454
PG,1,1,143.084,7.5873,2,2.7,Faridabad,0.52,3.49,14.9917,15527.32991
Flat,1,1,140.509,7.8998,1,24.4,Noida,0.58,6.76,13.0882,12070.74419
Flat,4,3,512.701,10.8658,1,8.5,Dwarka,1.56,1.72,6.1082,38617.34085
Flat,1,1,191.532,4.0426,1,24.9,Noida,0.04,1.37,14.3549,14864.69668
PG,1,1,138.165,2.511,0,24.7,New Delhi,0.71,1.13,17.9815,11081.48159
Flat,2,1,455.24,5.8404,2,4.2,Dwarka,0.89,5.4,14.5033,26465.5214
Flat,2,1,531.412,6.93,1,6.1,Greater Noida,1.61,7.04,24.8609,24914.38912
Flat,3,2,785.834,12.6399,0,22.7,Mayur Vihar,0.91,0.35,31.43,34894.41287
Flat,2,1,406.754,7.4176,1,20.6,Mayur Vihar,0.29,7.65,36.6326,22169.72494
Flat,2,1,464.779,10.2267,2,8.6,Faridabad,1.89,3.64,24.85,26353.24545
Flat,4,2,733.652,6.2457,1,9.2,Saket,1.12,7.67,7.0292,41617.2123
PG,1,1,224.312,5.7052,0,21.4,Greater Noida,1.23,8.29,3.1409,10695.08009
Flat,3,1,542.424,7.0861,0,17.7,Greater Noida,1.73,6.98,23.7129,26878.43283
Flat,3,2,499.774,12.3487,1,16.9,Faridabad,1.88,2.41,29.2278,29585.19602
Flat,3,2,806.699,13.852,1,24.7,Mayur Vihar,0.32,9.78,4.8281,34829.0145
Flat,2,2,453.979,0.3352,0,10.2,Greater Noida,0.28,2.84,52.8288,27509.70272
Flat,1,1,238.524,12.5426,2,15.8,Vasant Kunj,0.58,8.47,57.1072,17368.44034
Flat,2,2,531.246,6.337,1,19,New Delhi,0.33,0.38,5.6052,33265.50634
Flat,3,3,729.503,10.786,1,1,Faridabad,1.5,0.55,38.6771,40669.75665
Flat,3,3,720.854,0.6245,1,22.2,Noida,0.36,8.59,29.838,38383.57411
Flat,1,1,225.321,2.7185,1,8,Gurgaon,1.97,8.61,39.4516,14948.28572
Flat,3,1,625.937,12.5781,2,6,Mayur Vihar,1.7,7.42,1.2324,33223.8732
Flat,4,2,865.488,14.2964,2,0,Gurgaon,1.3,8.73,33.0849,48063.3976
Flat,1,1,252.753,14.2028,2,21.5,Gurgaon,1.18,1.99,47.2114,17991.30568
Flat,1,1,264.808,2.5736,1,16.7,Faridabad,0.13,8.52,15.112,14787.22381
Flat,4,3,571.399,7.0053,2,3.2,Noida,1.43,7.52,14.8918,40619.54306
Flat,2,2,246.495,4.4631,1,24.6,Vasant Kunj,0.4,6.89,9.2269,20821.79713
Flat,2,2,568.391,5.0933,2,16,Greater Noida,0.86,6.61,41.2468,31668.10866
Flat,1,1,249.313,1.7596,0,8.3,Vasant Kunj,1.03,6.04,19.0613,13593.52692
Flat,1,1,141.929,3.042,2,18.4,Greater Noida,0.66,4.25,12.9412,15508.69483
Flat,1,1,235.69,12.5164,2,13.7,Dwarka,0.64,9.22,49.8295,16627.71146
Flat,3,2,531.985,8.0208,2,4.4,New Delhi,0.25,3.58,42.0511,41298.8155
Flat,3,1,712.843,8.0403,0,2.9,Gurgaon,1.8,0.76,42.1046,35330.9
PG,1,1,161.851,6.3205,0,12,Faridabad,1.88,2.45,9.0158,10117.15194
Flat,4,1,765.06,1.198,0,1.7,New Delhi,1.97,4.77,12.5854,44461.17149
PG,1,1,119.881,12.1595,0,1.7,Dwarka,0.03,5.28,2.5335,11360.08684
Flat,4,1,703.97,3.1665,1,20.5,Mayur Vihar,0.32,7.66,11.4332,37094.67886
Flat,3,3,685.722,7.2021,0,20.2,Mayur Vihar,0.05,5.7,53.9607,36777.24122
Flat,2,2,371.217,8.6086,2,15.6,Faridabad,1.99,5.14,56.3385,25051.43593
Flat,4,4,850.498,3.9261,1,3.5,Mayur Vihar,1.92,7.78,28.1204,48362.24128
Flat,3,2,800.447,7.7274,2,2.2,Dwarka,1.28,7.76,14.656,39929.74429
Flat,1,1,145.77,6.4581,0,2.2,Greater Noida,0.04,8.57,16.4696,12066.68626
PG,1,1,150.97,13.169,1,4.9,Mayur Vihar,1.61,2.96,22.5017,12478.04351
Flat,2,1,598.362,9.4666,1,8.2,Mayur Vihar,0.9,0.19,25.6845,29531.18532
Flat,3,3,400.497,9.0493,1,0.3,Dwarka,1.23,2.17,58.9431,34190.65761
Flat,3,2,606.491,3.8347,2,16.6,Greater Noida,1.91,8.42,34.8147,33673.60522
PG,1,1,213.803,0.3124,1,5,New Delhi,0.16,4.14,55.1017,18768.76945
Flat,1,1,289.74,11.6957,1,4.5,Noida,1.55,5.31,18.811,15576.69731
PG,1,1,134.053,11.2655,2,9.2,Gurgaon,0.19,9.17,55.2389,15177.80322
Flat,3,1,768.98,12.4266,2,11.2,Mayur Vihar,1.21,0.29,36.8749,37768.31992
Flat,2,2,343.363,8.3274,0,14.9,Saket,0.13,6.1,54.5995,21887.57926
PG,1,1,103.382,11.9642,0,12.8,New Delhi,0.57,0.62,39.1716,12498.7856
Flat,1,1,176.485,14.8987,0,3,Dwarka,0.04,8.99,37.2733,12424.98306
Flat,3,2,653.623,0.1839,1,4.4,Gurgaon,1.79,9.45,41.0429,37890.69987
Flat,4,3,1121.53,5.2374,2,20.2,Dwarka,1.86,8.96,53.9341,52739.1651
Flat,2,1,323.105,11.5096,1,10.9,Dwarka,1.36,8.17,56.7746,19892.36303
Flat,4,4,775.914,9.8311,0,20.1,Greater Noida,0.83,8.45,43.4352,43616.11849
